Epoch: 6784 Loss: 43,793377414196605
Epoch: 6912 Loss: 44,41367803612002
Epoch: 7040 Loss: 42,24620540367232
Epoch: 7168 Loss: 45,43174380545196
Epoch: 7296 Loss: 41,05043689824574
Epoch: 7424 Loss: 43,47570289300393
Epoch: 7552 Loss: 41,02911392767744
Epoch: 7680 Loss: 39,94573305987035
Epoch: 7808 Loss: 42,438597703855656
Epoch: 7936 Loss: 45,22167060369459
Epoch: 8064 Loss: 40,89490568726693
Epoch: 8192 Loss: 39,29326448355243
Epoch: 8320 Loss: 37,55510152727359
Epoch: 8448 Loss: 37,94987689455145
Epoch: 8576 Loss: 39,54232841133495
Epoch: 8704 Loss: 39,51534245011001
Epoch: 8832 Loss: 37,38311229435104
Epoch: 8960 Loss: 38,557277525607645
Epoch: 9088 Loss: 40,61628002733737
Epoch: 9216 Loss: 37,1463818857511
Epoch: 9344 Loss: 40,25589036579198
Epoch: 9472 Loss: 36,371654331420785
Epoch: 9600 Loss: 37,87084178122038
Epoch: 9728 Loss: 38,851743853430406
Epoch: 9856 Loss: 33,80957597401054
Epoch: 9984 Loss: 36,06203971599045
Epoch: 10112 Loss: 35,493808314873725
Epoch: 10240 Loss: 33,33393574608105
Epoch: 10368 Loss: 38,096439536685104
Epoch: 10496 Loss: 33,86909658279805
Epoch: 10624 Loss: 34,40913523991687
Epoch: 10752 Loss: 31,737440507202976
Epoch: 10880 Loss: 33,02229974888323
Epoch: 11008 Loss: 34,10102869721908
Epoch: 11136 Loss: 34,53930627797002
Epoch: 11264 Loss: 32,78247913143383
Epoch: 11392 Loss: 31,45931948850507
Epoch: 11520 Loss: 33,4148195673532
Epoch: 11648 Loss: 33,76816374115289
Epoch: 11776 Loss: 32,077098113775996
Epoch: 11904 Loss: 29,523036362469234
Epoch: 12032 Loss: 34,09368310408115
Epoch: 12160 Loss: 32,186316951751
Epoch: 12288 Loss: 30,669818651816303
Epoch: 12416 Loss: 30,394758282347723
Epoch: 12544 Loss: 34,28593788701054
Epoch: 12672 Loss: 29,820528024477913
Epoch: 12800 Loss: 29,623276547262275
Epoch: 12928 Loss: 30,859364896715864
Epoch: 13056 Loss: 31,320294215200068
Epoch: 13184 Loss: 28,854350802189792
Epoch: 13312 Loss: 29,75762744212565
Epoch: 13440 Loss: 28,979428140568302
Epoch: 13568 Loss: 30,472115968878985
Epoch: 13696 Loss: 28,344025543436842
Epoch: 13824 Loss: 30,801632127757042
Epoch: 13952 Loss: 28,822266040644987
Epoch: 14080 Loss: 28,94662256295765
Epoch: 14208 Loss: 27,588843538773578
Epoch: 14336 Loss: 28,47490158866149
Epoch: 14464 Loss: 26,686178460004452
Epoch: 14592 Loss: 28,8507263016772
Epoch: 14720 Loss: 29,398985111420476
Epoch: 14848 Loss: 29,492508589282178
Epoch: 14976 Loss: 26,628423391950843
Epoch: 15104 Loss: 28,485135188406524
Epoch: 15232 Loss: 28,38980239088137
Epoch: 15360 Loss: 25,46732257148231
Epoch: 15488 Loss: 28,50256279787301
Epoch: 15616 Loss: 27,584857959437965
Epoch: 15744 Loss: 23,628269767268694
Epoch: 15872 Loss: 27,19241305272071
Epoch: 16000 Loss: 29,43048616853798
Epoch: 16128 Loss: 26,601122178660606
Epoch: 16256 Loss: 30,17911760901145
Epoch: 16384 Loss: 26,243097460078545
Epoch: 16512 Loss: 24,60130611761987
Epoch: 16640 Loss: 25,111877565862123
Epoch: 16768 Loss: 25,20119174450287
Epoch: 16896 Loss: 24,63243570712497
Epoch: 17024 Loss: 27,542098750799838
Epoch: 17152 Loss: 25,136993113489822
Epoch: 17280 Loss: 25,61104148669511
Epoch: 17408 Loss: 26,51652985822228
Epoch: 17536 Loss: 26,416459259848647
Epoch: 17664 Loss: 25,027346237281208
Epoch: 17792 Loss: 24,936779493405606
Epoch: 17920 Loss: 24,128074861060554
Epoch: 18048 Loss: 24,97170930761235
Epoch: 18176 Loss: 23,10614396543167
Epoch: 18304 Loss: 23,0295421956369
Epoch: 18432 Loss: 22,97615558710257
Epoch: 18560 Loss: 22,69520641194252
Epoch: 18688 Loss: 23,90314772491031
Epoch: 18816 Loss: 24,95184857690755
Epoch: 18944 Loss: 25,145193985966944
Epoch: 19072 Loss: 24,013322290745435
Epoch: 19200 Loss: 24,905870686763905
Epoch: 19328 Loss: 24,678770563042505
Epoch: 19456 Loss: 24,593980458524523
Epoch: 19584 Loss: 22,23590775862567
Epoch: 19712 Loss: 22,394933297323757
Epoch: 19840 Loss: 24,05950503131414
Epoch: 19968 Loss: 24,685154541852313
Epoch: 20096 Loss: 23,622578230731897
Epoch: 20224 Loss: 23,141915390968848
Epoch: 20352 Loss: 23,590409098979215
Epoch: 20480 Loss: 24,19420241381605
Epoch: 20608 Loss: 22,314108533014792
Epoch: 20736 Loss: 22,241578684377558
Epoch: 20864 Loss: 23,322805308635928
Epoch: 20992 Loss: 23,710228773106984
Epoch: 21120 Loss: 23,829233467725835
Epoch: 21248 Loss: 22,274203971130927
Epoch: 21376 Loss: 21,69201970170227
Epoch: 21504 Loss: 22,537319406387446
Epoch: 21632 Loss: 21,88339524602579
Epoch: 21760 Loss: 21,671899928357192
Epoch: 21888 Loss: 20,929383281288143
Epoch: 22016 Loss: 21,910149649371387
Epoch: 22144 Loss: 22,682107823316258
Epoch: 22272 Loss: 21,400851307857778
Epoch: 22400 Loss: 20,77306375812269
Epoch: 22528 Loss: 21,908707983854292
Epoch: 22656 Loss: 21,826731715789542
Epoch: 22784 Loss: 21,34558590478649
Epoch: 22912 Loss: 21,700548886061934
Epoch: 23040 Loss: 20,793126983905587
Epoch: 23168 Loss: 19,76583034739532
Epoch: 23296 Loss: 21,51639591156478
Epoch: 23424 Loss: 20,534777482617287
Epoch: 23552 Loss: 21,058544182384807
Epoch: 23680 Loss: 20,818404278339955
Epoch: 23808 Loss: 21,67931761192298
Epoch: 23936 Loss: 21,59889861955721
Epoch: 24064 Loss: 22,441747605134353
Epoch: 24192 Loss: 20,811419086203095
Epoch: 24320 Loss: 20,534912865708293
Epoch: 24448 Loss: 19,36146606790888
Epoch: 24576 Loss: 21,135269486858714
Epoch: 24704 Loss: 22,46062457725477
Epoch: 24832 Loss: 20,214328190040177
Epoch: 24960 Loss: 20,33769447864007
Epoch: 25088 Loss: 20,34786617420806
Epoch: 25216 Loss: 21,066047921574377
Epoch: 25344 Loss: 20,070998395179842
Epoch: 25472 Loss: 18,472737149780052
Epoch: 25600 Loss: 21,426205761260647
Epoch: 25728 Loss: 17,816779541799768
Epoch: 25856 Loss: 20,709921680696112
Epoch: 25984 Loss: 20,74263111986054
Epoch: 26112 Loss: 19,315292922781566
Epoch: 26240 Loss: 20,621705381455673
Epoch: 26368 Loss: 20,457183170828326
Epoch: 26496 Loss: 21,53225270846539
Epoch: 26624 Loss: 19,22309790913641
Epoch: 26752 Loss: 18,955875381417314
Epoch: 26880 Loss: 19,66373639313507
Epoch: 27008 Loss: 20,53833130513033
Epoch: 27136 Loss: 20,261075592228615
Epoch: 27264 Loss: 19,47884908244893
Epoch: 27392 Loss: 19,23832550687244
Epoch: 27520 Loss: 17,93227960591822
Epoch: 27648 Loss: 19,465999361013004
Epoch: 27776 Loss: 18,152956004401542
Epoch: 27904 Loss: 18,04436552214333
Epoch: 28032 Loss: 18,25506215349968
Epoch: 28160 Loss: 19,723994556972645
Epoch: 28288 Loss: 19,465055396284473
Epoch: 28416 Loss: 17,96753924501489
Epoch: 28544 Loss: 20,777004225629522
Epoch: 28672 Loss: 18,556069598568435
Epoch: 28800 Loss: 17,940177365095185
Epoch: 28928 Loss: 17,550040627134962
Epoch: 29056 Loss: 18,12057825647413
Epoch: 29184 Loss: 18,19747315140964
Epoch: 29312 Loss: 18,493876680225757
Epoch: 29440 Loss: 19,545832545411393
Epoch: 29568 Loss: 18,89242945615483
Epoch: 29696 Loss: 19,522964169159614
Epoch: 29824 Loss: 18,953687012906236
Epoch: 29952 Loss: 17,860870686286084
Epoch: 30080 Loss: 18,845773700890213
Epoch: 30208 Loss: 18,337494566708813
Epoch: 30336 Loss: 18,839992275551975
Epoch: 30464 Loss: 17,199842214961237
Epoch: 30592 Loss: 17,71695105638327
Epoch: 30720 Loss: 17,87317059122352
Epoch: 30848 Loss: 18,33292797207433
Epoch: 30976 Loss: 17,002860690719125
Epoch: 31104 Loss: 17,34084285068299
Epoch: 31232 Loss: 16,729964551039867
Epoch: 31360 Loss: 16,663595560165838
Epoch: 31488 Loss: 17,75754050176473
Epoch: 31616 Loss: 17,130680015860484
Epoch: 31744 Loss: 17,095310058054103
Epoch: 31872 Loss: 17,364988597616343
Epoch: 32000 Loss: 16,5587276805586
Epoch: 32128 Loss: 17,374086761703524
Epoch: 32256 Loss: 17,38256644144238
Epoch: 32384 Loss: 16,73873399253004
Epoch: 32512 Loss: 16,885177271258204
Epoch: 32640 Loss: 17,812412499284154
Epoch: 32768 Loss: 16,94269676230356
Epoch: 32896 Loss: 17,32185250993915
Epoch: 33024 Loss: 17,315869214742076
Epoch: 33152 Loss: 17,554843601855264
Epoch: 33280 Loss: 16,67540031691496
Epoch: 33408 Loss: 16,407914625526573
Epoch: 33536 Loss: 17,569228266791754
Epoch: 33664 Loss: 17,488706249176328
Epoch: 33792 Loss: 17,329676058646662
Epoch: 33920 Loss: 15,113634884465563
Epoch: 34048 Loss: 17,255880888949793
Epoch: 34176 Loss: 16,70077270844176
Epoch: 34304 Loss: 16,495364055870652
Epoch: 34432 Loss: 16,893938795965862
Epoch: 34560 Loss: 16,269452882062907
Epoch: 34688 Loss: 16,171333378643254
Epoch: 34816 Loss: 17,75877402926644
Epoch: 34944 Loss: 17,006381616642887
Epoch: 35072 Loss: 17,47397233185184
Epoch: 35200 Loss: 17,14115495887922
Epoch: 35328 Loss: 16,415004082931357
Epoch: 35456 Loss: 16,223258989946352
Epoch: 35584 Loss: 16,091164970087465
Epoch: 35712 Loss: 17,636892995130427
Epoch: 35840 Loss: 17,09877294534631
Epoch: 35968 Loss: 16,153651778157695
Epoch: 36096 Loss: 16,70473526811995
Epoch: 36224 Loss: 16,192107044667203
Epoch: 36352 Loss: 16,9889311364098
Epoch: 36480 Loss: 16,44145090506316
Epoch: 36608 Loss: 14,834882605912556
Epoch: 36736 Loss: 15,617887131813466
Epoch: 36864 Loss: 15,024787216571328
Epoch: 36992 Loss: 15,402417325656454
Epoch: 37120 Loss: 16,25747867912014
Epoch: 37248 Loss: 16,068394604035984
Epoch: 37376 Loss: 16,31003991509303
Epoch: 37504 Loss: 15,185896653373424
Epoch: 37632 Loss: 16,46282760757533
Epoch: 37760 Loss: 13,42404127372971
Epoch: 37888 Loss: 16,686664365761896
Epoch: 38016 Loss: 16,806972427019417
Epoch: 38144 Loss: 15,601134498123718
Epoch: 38272 Loss: 15,64654739373291
Epoch: 38400 Loss: 16,35645067433219
Epoch: 38528 Loss: 17,12930788029952
Epoch: 38656 Loss: 15,49904260878864
Epoch: 38784 Loss: 14,34693656413545
Epoch: 38912 Loss: 16,068890126657443
Epoch: 39040 Loss: 15,263342048677082
Epoch: 39168 Loss: 16,334678943699025
Epoch: 39296 Loss: 15,438095898396128
Epoch: 39424 Loss: 16,526815867939952
Epoch: 39552 Loss: 14,411836622290773
Epoch: 39680 Loss: 14,419141465400038
Epoch: 39808 Loss: 15,344816093484921
Epoch: 39936 Loss: 15,251893263716445
Epoch: 40064 Loss: 15,50987427105361
Epoch: 40192 Loss: 14,397077809021969
Epoch: 40320 Loss: 15,467455498466073
Epoch: 40448 Loss: 15,779686083799886
Epoch: 40576 Loss: 15,586819339278623
Epoch: 40704 Loss: 15,73091038200358
Epoch: 40832 Loss: 15,869220239533302
Epoch: 40960 Loss: 15,005251934014534
Epoch: 41088 Loss: 14,552715281159642
Epoch: 41216 Loss: 15,719060924165227
Epoch: 41344 Loss: 14,56434951286689
Epoch: 41472 Loss: 15,012824378741616
Epoch: 41600 Loss: 14,64429308312598
Epoch: 41728 Loss: 14,590747693257974
Epoch: 41856 Loss: 16,074594414105082
Epoch: 41984 Loss: 16,258226778237734
Epoch: 42112 Loss: 14,281684757010488
Epoch: 42240 Loss: 15,567412911247242
Epoch: 42368 Loss: 14,088675585619091
Epoch: 42496 Loss: 14,632829409476567
Epoch: 42624 Loss: 14,386293339414472
Epoch: 42752 Loss: 14,55294146667728
Epoch: 42880 Loss: 15,082185496845952
Epoch: 43008 Loss: 14,034116507685114
Epoch: 43136 Loss: 14,561215057091506
Epoch: 43264 Loss: 13,777001802835679
Epoch: 43392 Loss: 14,001532026037726
Epoch: 43520 Loss: 13,170722032234504
Epoch: 43648 Loss: 14,964691637861808
Epoch: 43776 Loss: 14,261801782598264
Epoch: 43904 Loss: 14,617372401291936
Epoch: 44032 Loss: 14,23122090720932
Epoch: 44160 Loss: 14,360016118415471
Epoch: 44288 Loss: 13,748672842188787
Epoch: 44416 Loss: 14,987865836700225
Epoch: 44544 Loss: 13,954748835023597
Epoch: 44672 Loss: 14,79923200572457
Epoch: 44800 Loss: 13,876611821610448
Epoch: 44928 Loss: 13,436093634240217
Epoch: 45056 Loss: 13,818550603678709
Epoch: 45184 Loss: 14,591818914476768
Epoch: 45312 Loss: 14,099161233284313
Epoch: 45440 Loss: 13,805945074958709
Epoch: 45568 Loss: 14,077112603239097
Epoch: 45696 Loss: 14,849251111170066
Epoch: 45824 Loss: 14,96534730297007
Epoch: 45952 Loss: 13,394933835056163
Epoch: 46080 Loss: 14,787009249298114
Epoch: 46208 Loss: 13,73097874934374
Epoch: 46336 Loss: 13,82059836598278
Epoch: 46464 Loss: 13,68978555978702
Epoch: 46592 Loss: 14,80363211753313
Epoch: 46720 Loss: 13,391503800709222
Epoch: 46848 Loss: 13,6097662591828
Epoch: 46976 Loss: 14,018182701035125
Epoch: 47104 Loss: 13,06809903134002
Epoch: 47232 Loss: 13,796770351976214
Epoch: 47360 Loss: 14,022309497648207
Epoch: 47488 Loss: 12,36691351530778
Epoch: 47616 Loss: 14,077663723792748
Epoch: 47744 Loss: 12,965560783847822
Epoch: 47872 Loss: 12,788304489615216
Epoch: 48000 Loss: 13,951629163166121
Epoch: 48128 Loss: 12,914651468224774
Epoch: 48256 Loss: 13,107541315123454
Epoch: 48384 Loss: 12,347224476711945
Epoch: 48512 Loss: 13,467127664216713
Epoch: 48640 Loss: 13,108279169076633
Epoch: 48768 Loss: 12,946125590857335
Epoch: 48896 Loss: 14,012858873094087
Epoch: 49024 Loss: 13,50607773472781
Epoch: 49152 Loss: 13,494293387297846
Epoch: 49280 Loss: 12,782620887483201
Epoch: 49408 Loss: 13,499302127424285
Epoch: 49536 Loss: 13,607245666177661
Epoch: 49664 Loss: 13,339648300221402
Epoch: 49792 Loss: 12,858369287459245
Epoch: 49920 Loss: 12,864196709773164
Epoch: 50048 Loss: 13,266351218302077
Epoch: 50176 Loss: 13,152266955966804
Epoch: 50304 Loss: 12,588342077509132
Epoch: 50432 Loss: 12,833161714399928
Epoch: 50560 Loss: 13,973428197894954
Epoch: 50688 Loss: 13,390256237967376
Epoch: 50816 Loss: 13,721689334112163
Epoch: 50944 Loss: 12,806872860244109
Epoch: 51072 Loss: 13,676547509986584
Epoch: 51200 Loss: 12,776563105056082
Epoch: 51328 Loss: 12,369423899721276
Epoch: 51456 Loss: 12,989492762270904
Epoch: 51584 Loss: 13,985084150174487
Epoch: 51712 Loss: 13,751432702966879
Epoch: 51840 Loss: 13,57564999057884
Epoch: 51968 Loss: 12,151617128186563
Epoch: 52096 Loss: 12,118277760941448
Epoch: 52224 Loss: 12,811950893788929
Epoch: 52352 Loss: 13,07396339118686
Epoch: 52480 Loss: 12,677886734774109
Epoch: 52608 Loss: 13,140631826354456
Epoch: 52736 Loss: 11,930059698554526
Epoch: 52864 Loss: 13,074331091141143
Epoch: 52992 Loss: 12,16287492545734
Epoch: 53120 Loss: 12,500758898950556
Epoch: 53248 Loss: 12,827132919738897
Epoch: 53376 Loss: 12,611796322532468
Epoch: 53504 Loss: 12,550721239832438
Epoch: 53632 Loss: 12,109855422389321
Epoch: 53760 Loss: 12,039403286945172
Epoch: 53888 Loss: 13,441506066481852
Epoch: 54016 Loss: 12,225919508934048
Epoch: 54144 Loss: 12,136518454959102
Epoch: 54272 Loss: 13,029899048431448
Epoch: 54400 Loss: 12,695722096499294
Epoch: 54528 Loss: 13,226274320630848
Epoch: 54656 Loss: 12,48759791814385
Epoch: 54784 Loss: 12,072418485072044
Epoch: 54912 Loss: 10,99634089571174
Epoch: 55040 Loss: 12,46158177838352
Epoch: 55168 Loss: 11,952806728441667
Epoch: 55296 Loss: 12,546775144295623
Epoch: 55424 Loss: 12,047035018857272
Epoch: 55552 Loss: 12,330060795620577
Epoch: 55680 Loss: 12,456027890186409
Epoch: 55808 Loss: 11,698686830027974
Epoch: 55936 Loss: 12,443267641057425
Epoch: 56064 Loss: 11,894453735299901
Epoch: 56192 Loss: 11,787378774566331
Epoch: 56320 Loss: 12,374607946579122
Epoch: 56448 Loss: 12,702100495539403
Epoch: 56576 Loss: 12,224514921574155
Epoch: 56704 Loss: 12,135729211905844
Epoch: 56832 Loss: 12,00555096761547
Epoch: 56960 Loss: 11,649430253379562
Epoch: 57088 Loss: 12,895788860724549
Epoch: 57216 Loss: 12,425602153178048
Epoch: 57344 Loss: 12,993716094754529
Epoch: 57472 Loss: 12,019525737891755
Epoch: 57600 Loss: 12,461477848901858
Epoch: 57728 Loss: 11,296709169766906
Epoch: 57856 Loss: 12,413863488423747
Epoch: 57984 Loss: 10,916718731750894
Epoch: 58112 Loss: 11,597278612176986
Epoch: 58240 Loss: 11,902570360866335
Epoch: 58368 Loss: 11,258210066266708
Epoch: 58496 Loss: 11,67907025998793
Epoch: 58624 Loss: 12,39523987322524
Epoch: 58752 Loss: 11,763984946262546
Epoch: 58880 Loss: 11,440422436323873
Epoch: 59008 Loss: 12,524046147775204
Epoch: 59136 Loss: 11,090837254760801
Epoch: 59264 Loss: 11,411221678348193
Epoch: 59392 Loss: 11,779263118459653
Epoch: 59520 Loss: 12,301125884323168
Epoch: 59648 Loss: 12,163619139788103
Epoch: 59776 Loss: 11,242939073622756
Epoch: 59904 Loss: 11,777674920523463
Epoch: 60032 Loss: 11,87863709987439
Epoch: 60160 Loss: 12,486606018117492
Epoch: 60288 Loss: 12,197867516390895
Epoch: 60416 Loss: 11,461736010763161
Epoch: 60544 Loss: 11,16871106072928
Epoch: 60672 Loss: 12,306882902623709
Epoch: 60800 Loss: 11,421570669770729
Epoch: 60928 Loss: 11,754575398722327
Epoch: 61056 Loss: 11,142350404800638
Epoch: 61184 Loss: 10,88894575198795
Epoch: 61312 Loss: 11,348192843564002
Epoch: 61440 Loss: 10,707190797982104
Epoch: 61568 Loss: 12,181724171266374
Epoch: 61696 Loss: 11,635629361199769
Epoch: 61824 Loss: 11,106823670297146
Epoch: 61952 Loss: 11,096475179916588
Epoch: 62080 Loss: 11,286949637824364
Epoch: 62208 Loss: 11,66450709387892
Epoch: 62336 Loss: 11,149333922929918
Epoch: 62464 Loss: 11,623223083961731
Epoch: 62592 Loss: 10,90510067205434
Epoch: 62720 Loss: 12,009552144692693
Epoch: 62848 Loss: 11,391405792147246
Epoch: 62976 Loss: 11,297661569257357
Epoch: 63104 Loss: 10,56175355479346
Epoch: 63232 Loss: 10,854555278454422
Epoch: 63360 Loss: 9,794305842274985
Epoch: 63488 Loss: 10,829301544864569
Epoch: 63616 Loss: 10,85375797283229
Epoch: 63744 Loss: 10,919379096569806
Epoch: 63872 Loss: 11,215879150840953
Epoch: 64000 Loss: 11,658174951502708
Epoch: 64128 Loss: 11,435912039381371
Epoch: 64256 Loss: 10,949441485566323
Epoch: 64384 Loss: 11,770903324778667
Epoch: 64512 Loss: 10,784551727403636
Epoch: 64640 Loss: 11,80621696328173
Epoch: 64768 Loss: 11,565686127413368
Epoch: 64896 Loss: 11,266849801356111
Epoch: 65024 Loss: 10,962208212346127
Epoch: 65152 Loss: 10,802443318112587
Epoch: 65280 Loss: 11,564463568117624
Epoch: 65408 Loss: 11,373696213613817
Epoch: 65536 Loss: 11,200166297806279
Epoch: 65664 Loss: 11,532883675022907
Epoch: 65792 Loss: 10,192285673040415
Epoch: 65920 Loss: 10,577981298665277
Epoch: 66048 Loss: 10,559789284352018
Epoch: 66176 Loss: 11,027254044256118
Epoch: 66304 Loss: 11,494636252733049
Epoch: 66432 Loss: 11,06357235365788
Epoch: 66560 Loss: 11,102657029135708
Epoch: 66688 Loss: 10,801864337822968
Epoch: 66816 Loss: 10,973498154864345
Epoch: 66944 Loss: 10,953940648110803
Epoch: 67072 Loss: 10,63007157117889
Epoch: 67200 Loss: 10,849833550435052
Epoch: 67328 Loss: 10,944410926122295
Epoch: 67456 Loss: 11,054840881717466
Epoch: 67584 Loss: 9,808937043834332
Epoch: 67712 Loss: 10,63519743917204
Epoch: 67840 Loss: 10,503285961488556
Epoch: 67968 Loss: 10,742345598695735
Epoch: 68096 Loss: 10,866650288394373
Epoch: 68224 Loss: 10,995306784338155
Epoch: 68352 Loss: 11,406007458137674
Epoch: 68480 Loss: 10,410068928160644
Epoch: 68608 Loss: 10,110047344162933
Epoch: 68736 Loss: 9,673696419194325
Epoch: 68864 Loss: 9,989002309042673
Epoch: 68992 Loss: 10,957911921926547
Epoch: 69120 Loss: 9,7972051346094
Epoch: 69248 Loss: 10,56409857217792
Epoch: 69376 Loss: 10,792686603510724
Epoch: 69504 Loss: 10,56603443701352
Epoch: 69632 Loss: 10,548274010656264
Epoch: 69760 Loss: 10,308860129537006
Epoch: 69888 Loss: 11,14423932050435
Epoch: 70016 Loss: 10,422560920913792
Epoch: 70144 Loss: 10,556121276845596
Epoch: 70272 Loss: 9,855875542097962
Epoch: 70400 Loss: 10,037541113445737
Epoch: 70528 Loss: 10,927537230142383
Epoch: 70656 Loss: 11,516321116302006
Epoch: 70784 Loss: 10,957342232872115
Epoch: 70912 Loss: 10,259684359065488
Epoch: 71040 Loss: 10,873848820084836
Epoch: 71168 Loss: 10,010933124901596
Epoch: 71296 Loss: 11,172299315958817
Epoch: 71424 Loss: 10,079841760812371
Epoch: 71552 Loss: 9,619590488879732
Epoch: 71680 Loss: 10,454425067398397
Epoch: 71808 Loss: 9,606127135868142
Epoch: 71936 Loss: 10,00101187490859
Epoch: 72064 Loss: 10,279509807448255
Epoch: 72192 Loss: 10,97570326120489
Epoch: 72320 Loss: 10,441560416569756
Epoch: 72448 Loss: 10,196865095763139
Epoch: 72576 Loss: 9,912882813218733
Epoch: 72704 Loss: 10,289215051988904
Epoch: 72832 Loss: 10,383771470695416
Epoch: 72960 Loss: 10,190959456124293
Epoch: 73088 Loss: 9,86296714414811
Epoch: 73216 Loss: 10,029091438014147
Epoch: 73344 Loss: 10,01049596547973
Epoch: 73472 Loss: 9,881705693826339
Epoch: 73600 Loss: 9,506748615735614
Epoch: 73728 Loss: 9,677936655245635
Epoch: 73856 Loss: 10,05750815440165
Epoch: 73984 Loss: 11,148461052226912
Epoch: 74112 Loss: 10,273407037021421
Epoch: 74240 Loss: 11,036794593129692
Epoch: 74368 Loss: 10,260792628831055
Epoch: 74496 Loss: 9,574106917537744
Epoch: 74624 Loss: 9,449069891272751
Epoch: 74752 Loss: 9,59249772989925
Epoch: 74880 Loss: 9,90205518773345
Epoch: 75008 Loss: 10,026487183855812
Epoch: 75136 Loss: 10,468730647738958
Epoch: 75264 Loss: 10,066221602195698
Epoch: 75392 Loss: 10,002497264195561
Epoch: 75520 Loss: 9,977395165408408
Epoch: 75648 Loss: 10,035291297753632
Epoch: 75776 Loss: 8,972990108261957
Epoch: 75904 Loss: 10,051270228678746
Epoch: 76032 Loss: 10,094026344307352
Epoch: 76160 Loss: 10,237618893067356
Epoch: 76288 Loss: 9,252846006925765
Epoch: 76416 Loss: 9,803568000846635
Epoch: 76544 Loss: 10,71546367895459
Epoch: 76672 Loss: 9,324640735074519
Epoch: 76800 Loss: 9,604417248543145
Epoch: 76928 Loss: 9,504726097398128
Epoch: 77056 Loss: 9,975074029367274
Epoch: 77184 Loss: 10,00891511251595
Epoch: 77312 Loss: 10,31513879869815
Epoch: 77440 Loss: 9,823622789332932
Epoch: 77568 Loss: 9,2534416260781
Epoch: 77696 Loss: 9,490361443806124
Epoch: 77824 Loss: 10,581284874829496
Epoch: 77952 Loss: 9,241335123017592
Epoch: 78080 Loss: 9,690828707114667
Epoch: 78208 Loss: 9,37413858248192
Epoch: 78336 Loss: 9,857872741747995
Epoch: 78464 Loss: 9,05327137157898
Epoch: 78592 Loss: 9,147346061491884
Epoch: 78720 Loss: 9,701524022743707
Epoch: 78848 Loss: 9,48458866339898
Epoch: 78976 Loss: 9,589574397091644
Epoch: 79104 Loss: 10,169991165819516
Epoch: 79232 Loss: 9,814691299590226
Epoch: 79360 Loss: 9,28275854511437
Epoch: 79488 Loss: 9,053348947801206
Epoch: 79616 Loss: 9,751033624001721
Epoch: 79744 Loss: 9,384848573685085
Epoch: 79872 Loss: 9,312156411453872
Epoch: 80000 Loss: 9,546582559988826
Epoch: 80128 Loss: 9,505122734275922
Epoch: 80256 Loss: 11,248509921524008
Epoch: 80384 Loss: 9,411283302419053
Epoch: 80512 Loss: 9,4610716226835
Epoch: 80640 Loss: 9,460705325725778
Epoch: 80768 Loss: 9,951788822830546
Epoch: 80896 Loss: 9,807118874674044
Epoch: 81024 Loss: 8,86224688613874
Epoch: 81152 Loss: 9,143348339632551
Epoch: 81280 Loss: 9,59576927033047
